001,FC
002,FC
003,FD
004,AA
005,AA
006,AA
007,FD
008,FD
009,FC
010,XA
011,FD
012,FD
013,AA
014,FD
015,AA
016,XA
017,FC
018,FD
019,AA
020,FD
021,FD
022,AA
023,AA
024,AA
025,XA
026,FC
027,AA
028,XA
029,FC
030,FC
031,FC
032,FC
033,FD
034,AA
035,FC
036,XA
037,FC
038,XA
039,FC
040,FC
041,AA
042,XA
043,FD
044,AA
045,FC
046,FC
047,FD
048,XA
049,FC
050,XA
051,AA
052,AA
053,FD
054,FC
055,AA
056,AA
057,XA
058,FC
059,FC
060,XA
061,FC
062,FD
063,AA
064,FD
065,FC
066,AA
067,FD
068,AA
069,XA
070,FC
071,AA
072,XA
073,AA
074,AA
075,XA
076,AA
077,XA
078,XA
079,FD
080,FC
081,FD
082,FD
083,FC
084,AA
085,FC
086,FC
087,FD
088,FC
089,FD
090,AA
091,XA
092,XA
093,XA
094,XA
095,FD
096,FD
097,FC
098,XA
099,XA
100,FC
101,AA
102,XA
103,FC
104,FD
105,XA
106,XA
107,AA
108,FC
109,AA
110,XA
111,FD
112,XA
113,XA
114,XA
115,AA
116,FD
117,FC
118,XA
119,AA
120,AA
121,FD
122,FC
123,AA
124,FC
125,AA
126,FD
127,FD
128,FD
129,XA
130,FC
131,AA
132,XA
133,FC
134,AA
135,FC
136,FD
137,FD
138,FC
139,FD
140,XA
141,XA
142,FC
143,AA
144,FC
145,AA
146,XA
147,FC
148,FC
149,XA
150,AA
151,XA
152,FD
153,FD
154,AA
155,AA
156,FC
157,AA
158,FC
159,AA
160,AA
161,AA
162,AA
163,FC
164,FC
165,FC
166,AA
167,FC
168,XA
169,FC
170,AA
171,FD
172,XA
173,AA
174,XA
175,FD
176,FD
177,AA
178,AA
179,AA
180,XA
181,XA
182,FC
183,AA
184,XA
185,FD
186,FD
187,FD
188,AA
189,XA
190,FC
191,XA
192,AA
193,XA
194,AA
195,AA
196,AA
197,XA
198,XA
199,AA
200,AA
201,XA
202,XA
203,FC
204,XA
205,FD
206,XA
207,FD
208,AA
209,XA
210,FD
211,AA
212,AA
213,FC
214,FC
215,XA
216,FC
217,FD
218,FD
219,AA
220,XA
221,FC
222,FD
223,FC
224,FC
225,FD
226,FC
227,FC
228,AA
229,FC
230,XA
231,FD
232,FC
233,FD
234,AA
235,AA
236,AA
237,XA
238,FC
239,XA
240,AA
241,FC
242,XA
243,AA
244,FD
245,AA
246,FC
247,AA
248,FD
249,FC
250,XA
251,XA
252,XA
253,XA
254,AA
255,FD
256,FD
257,FC
258,FD
259,AA
260,FC
261,FD
262,AA
263,FD
264,AA
265,FD
266,FD
267,XA
268,AA
269,FD
270,FD
271,FD
272,FD
273,FC
274,FD
275,AA
276,FD
277,AA
278,FC
279,FC
280,FD
281,FC
282,XA
283,FC
284,XA
285,FD
286,FC
287,FD
288,XA
289,XA
290,AA
291,XA
292,FD
293,FC
294,FC
295,FD
296,FD
297,FC
298,XA
299,AA
300,FC
301,FD
302,FD
303,FC
304,AA
305,FD
306,FC
307,FD
308,AA
309,AA
310,FD
311,XA
312,AA
313,XA
314,FC
315,AA
316,FD
317,AA
318,AA
319,FC
320,FD
321,XA
322,FD
323,FD
324,FC
325,XA
326,FD
327,FD
328,FD
329,AA
330,FD
331,FC
332,XA
333,AA
334,FD
335,FC
336,AA
337,FD
338,FC
339,XA
340,AA
341,FD
342,AA
343,AA
344,FC
345,FC
346,FD
347,AA
348,AA
349,XA
350,FC
351,FD
352,AA
353,FC
354,AA
355,AA
356,FC
357,AA
358,FD
359,AA
360,FD
361,XA
362,FC
363,XA
364,FD
365,FC
366,FC
367,AA
368,AA
369,XA
370,FD
371,FD
372,XA
373,XA
374,AA
375,FC
376,FC
377,XA
378,FD
379,FD
380,XA
381,FD
382,AA
383,XA
384,AA
385,XA
386,AA
387,FD
388,FD
389,AA
390,XA
391,XA
392,AA
393,FC
394,XA
395,AA
396,FC
397,AA
398,XA
399,XA
400,XA
401,FC
402,FD
403,FD
404,FC
405,AA
406,FC
407,FC
408,FC
409,FC
410,FD
411,XA
412,FC
413,FD
414,FD
415,FD
416,FD
417,FD
418,AA
419,XA
420,FD
421,FC
422,FC
423,FD
424,AA
425,FD
426,FC
427,AA
428,AA
429,AA
430,FC
431,FD
432,FD
433,FD
434,XA
435,FD
436,FD
437,AA
438,AA
439,XA
440,FD
441,AA
442,FC
443,XA
444,XA
445,XA
446,FC
447,FC
448,AA
449,FD
450,XA
451,FD
452,FD
453,XA
454,FD
455,AA
456,FC
457,AA
458,FC
459,XA
460,FC
461,FC
462,AA
463,FC
464,FC
465,FD
466,FC
467,FD
468,AA
469,FD
470,FC
471,XA
472,FC
473,XA
474,XA
475,FD
476,FC
477,FC
478,FC
479,XA
480,FD
481,FD
482,AA
483,FC
484,AA
485,FC
486,XA
487,FD
488,FD
489,AA
490,AA
491,FC
492,AA
493,XA
494,FC
495,AA
496,FC
497,FC
498,XA
499,FD
500,XA
501,AA
502,XA
503,FC
504,FC
505,AA
506,FC
507,FD
508,FC
509,XA
510,FD
511,FD
512,AA
513,XA
514,FC
515,FD
516,FC
517,FD
518,FC
519,AA
520,XA
521,FC
522,FC
523,AA
524,FD
525,FD
526,FC
527,FD
528,FC
529,AA
530,XA
531,FD
532,AA
533,FC
534,AA
535,AA
536,XA
537,FC
538,AA
539,AA
540,FC
541,AA
542,FC
543,FC
544,FD
545,FD
546,AA
547,FD
548,XA
549,AA
550,FD
551,XA
552,XA
553,XA
554,FC
555,FC
556,AA
557,FC
558,AA
559,AA
560,FC
561,XA
562,AA
563,FC
564,XA
565,AA
566,FD
567,FC
568,FD
569,FC
570,XA
571,FD
572,FC
573,FC
574,XA
575,FD
576,FD
577,XA
578,FC
579,AA
580,FC
581,FC
582,AA
583,FC
584,FD
585,FD
586,AA
587,XA
588,AA
589,XA
590,XA
591,XA
592,AA
593,FD
594,XA
595,XA
596,FD
597,FC
598,XA
599,XA
600,FC
601,FC
602,XA
603,AA
604,FC
605,XA
606,FD
607,XA
608,FD
609,AA
610,AA
611,AA
612,FD
613,FD
614,FD
615,FC
616,XA
617,XA
618,FD
619,XA
620,FC
621,XA
622,FD
623,FC
624,FD
625,FD
626,XA
627,FC
628,FD
629,XA
630,FD
631,AA
632,AA
633,AA
634,AA
635,XA
636,FD
637,AA
638,XA
639,XA
640,XA
641,XA
642,XA
643,FC
644,AA
645,FD
646,FC
647,XA
648,FD
649,XA
650,XA
651,FC
652,AA
653,FC
654,FD
655,FC
656,AA
657,XA
658,XA
659,XA
660,XA
661,FD
662,XA
663,FD
664,FC
665,AA
666,FC
667,FC
668,FC
669,XA
670,AA
671,FC
672,AA
673,AA
674,FD
675,FC
676,AA
677,AA
678,FD
679,AA
680,XA
681,FC
682,XA
683,FD
684,XA
685,FC
686,FC
687,FD
688,XA
689,AA
690,FD
691,AA
692,XA
693,FC
694,FD
695,FC
696,FC
697,FC
698,FD
699,FC
700,XA
701,XA
702,AA
703,FC
704,FC
705,FD
706,XA
707,FC
